idhor;iddesserte;arriveetheorique;departtheorique;arrivee;depart;fiable;ts_maj;mnemoligne;nomligne;dest;codeparcours;ordre;mnemoarret;nomarret;numarret;coordonnees
268444941;268579076;2021-03-08T09:58:47+01:00;2021-03-08T09:58:47+01:00;2021-03-08T09:59:03+01:00;2021-03-08T09:59:03+01:00;F;2021-03-08T10:00:22+01:00;02;ST SYLVAIN BANCHAIS <>TRELAZE;BANCHAIS;TRELAZE > BANCHAIS 9.0;836;PEPINIER;GARE DE TRELAZE;10185;47.452288,-0.47000859
268461973;268804622;2021-03-08T09:31:25+01:00;2021-03-08T09:31:25+01:00;2021-03-08T09:30:49+01:00;2021-03-08T09:30:49+01:00;F;2021-03-08T09:32:01+01:00;05;CIRCULAIRE VERNEAU GARE EUROPE;CIRCULAIRE SENS B;5B CIRCULAIRE 1.1;3870;ROIPOLO;ROI DE POLOGNE;883602;47.469536,-0.56127521
268452593;268644630;2021-03-08T09:58:02+01:00;2021-03-08T09:58:02+01:00;2021-03-08T09:59:05+01:00;2021-03-08T09:59:05+01:00;F;2021-03-08T10:00:22+01:00;03;MURS ERIGNE <> ADEZIERE SALETTE;AVRILLE ADEZIERE;MURS > ADEZIERE 9.0;7870;SABLONS;SABLONS;28098;47.439975,-0.53318657
268468798;268833058;2021-03-08T09:26:48+01:00;2021-03-08T09:26:48+01:00;2021-03-08T09:30:18+01:00;2021-03-08T09:30:45+01:00;F;2021-03-08T09:32:01+01:00;06;BOUCHEMAINE <> Z I  EST;ZI EST;CHANTOURTEAU > ZI EST 1.1;13025;SAJACQUE;SAINT JACQUES;17939;47.473609,-0.57116144
268463325;268775441;2021-03-08T10:00:29+01:00;2021-03-08T10:00:29+01:00;2021-03-08T09:59:06+01:00;2021-03-08T09:59:11+01:00;F;2021-03-08T10:00:22+01:00;05;CIRCULAIRE VERNEAU GARE EUROPE;CIRCULAIRE SENS A;5A CIRCULAIRE 9.0;6911;STLEONA.;ST LEONARD;7908;47.45977,-0.5210873
268484816;269198868;2021-03-08T09:29:12+01:00;2021-03-08T09:29:12+01:00;2021-03-08T09:30:56+01:00;2021-03-08T09:30:56+01:00;F;2021-03-08T09:32:01+01:00;11;LAC MAINE <> STE GEMMES CL ANJOU;CLINIQUE DE L'ANJOU;L'HOIRIE > CLINIQUE 9.0;8612;ACADEMIE;ACADEMIE;913399;47.467574,-0.55911098
268474974;268938260;2021-03-08T09:57:47+01:00;2021-03-08T09:57:47+01:00;2021-03-08T09:59:01+01:00;2021-03-08T09:59:09+01:00;F;2021-03-08T10:00:22+01:00;07;HOPITAL <> MONTREUIL JUIGNE;LORRAINE;ALLEMAGNE > LORRAINE D.1;8446;INTERAVR;AUCHAN;29162;47.518703,-0.60754735
268486649;269199361;2021-03-08T09:30:00+01:00;2021-03-08T09:30:00+01:00;2021-03-08T09:30:30+01:00;2021-03-08T09:30:45+01:00;F;2021-03-08T09:32:01+01:00;11;LAC MAINE <> STE GEMMES CL ANJOU;SAINTE GEMMES;L'HOIRIE > STE GEMMES 9.0;0;LHOIRI11;L'HOIRIE;32088;47.467078,-0.61832618
268437518;268512545;2021-03-08T10:00:00+01:00;2021-03-08T10:00:00+01:00;2021-03-08T09:59:30+01:00;2021-03-08T09:59:30+01:00;F;2021-03-08T10:00:37+01:00;01;BELLE BEILLE <> MONPLAISIR;MONPLAISIR;BELLE-BEILLE > MONPLAISIR 1.1;9514;BRISEP-E;BRISEPOTIERE;3496;47.479392,-0.52727843
268493027;270440983;2021-03-08T09:25:00+01:00;2021-03-08T09:25:00+01:00;2021-03-08T09:22:34+01:00;2021-03-08T09:30:47+01:00;F;2021-03-08T09:32:01+01:00;30;SARRIGNE PLESSIS <> GARE;ANGERS;SARRIGNE > ANGERS HDV 3.1;15896;HDVSUB-A;HOTEL DE VILLE;674817;47.471988,-0.54634141
268458017;268738608;2021-03-08T10:00:06+01:00;2021-03-08T10:00:06+01:00;2021-03-08T09:59:12+01:00;2021-03-08T09:59:20+01:00;F;2021-03-08T10:00:37+01:00;04;BEAUCOUZE <> ST BARTHELEMY;BEAUCOUZE  HAUTE ROCHE;ST BARTH > BEAUCOUZE 9.0;15742;GRANBE-E;GRANGE AUX BELLES;1713;47.47667,-0.62832472
268484181;269098761;2021-03-08T09:29:27+01:00;2021-03-08T09:29:27+01:00;2021-03-08T09:29:55+01:00;2021-03-08T09:30:03+01:00;F;2021-03-08T09:31:21+01:00;10;ST LEZIN SORGES <> SCHWEITZER;SCHWEITZER;ST LEZIN > SCHWEITZER 9.0;2372;RIOTTEAU;RIOTTEAU;29013;47.4439,-0.49880869
268488950;269267489;2021-03-08T09:54:08+01:00;2021-03-08T09:54:08+01:00;2021-03-08T09:59:13+01:00;2021-03-08T09:59:31+01:00;F;2021-03-08T10:00:37+01:00;12;M-MARCILLE <> ST AUBIN LA SALLE;MOUL MARCILLE par TRELAZE;ST AUBIN > M. MARCILLE 1.1;11552;REPTRELA;REPUBLIQUE TRELAZE;9180;47.450029,-0.50433642
268439622;268543508;2021-03-08T09:28:04+01:00;2021-03-08T09:28:04+01:00;2021-03-08T09:29:51+01:00;2021-03-08T09:29:51+01:00;F;2021-03-08T09:31:01+01:00;01;BELLE BEILLE <> MONPLAISIR;BELLE BEILLE;MONPLAISIR > BELLE-BEILLE 9.0;5413;OFFTOURI;OFFICE DE TOURISME;26477;47.468858,-0.55815867
268444192;268574995;2021-03-08T09:58:01+01:00;2021-03-08T09:58:01+01:00;2021-03-08T09:58:34+01:00;2021-03-08T09:58:46+01:00;F;2021-03-08T10:00:02+01:00;02;ST SYLVAIN BANCHAIS <>TRELAZE;ST SYLVAIN GAUGUIN;TRELAZE > ST SYLVAIN 9.0;6411;BELLVUTR;BELLEVUE;30214;47.448185,-0.50686532
268451693;268644623;2021-03-08T09:30:32+01:00;2021-03-08T09:30:32+01:00;2021-03-08T09:29:27+01:00;2021-03-08T09:29:51+01:00;F;2021-03-08T09:31:01+01:00;03;MURS ERIGNE <> ADEZIERE SALETTE;AVRILLE ADEZIERE;MURS > ADEZIERE 9.0;5004;DUBE;DUBE;11379;47.415848,-0.52317542
268451715;268644645;2021-03-08T10:00:02+01:00;2021-03-08T10:00:02+01:00;2021-03-08T09:58:24+01:00;2021-03-08T09:58:51+01:00;F;2021-03-08T10:00:02+01:00;03;MURS ERIGNE <> ADEZIERE SALETTE;AVRILLE ADEZIERE;MURS > ADEZIERE 9.0;13147;TRINIT-E;TRINITE;29503;47.475156,-0.56185983
268455910;268739119;2021-03-08T09:14:23+01:00;2021-03-08T09:14:23+01:00;2021-03-08T09:29:41+01:00;2021-03-08T09:29:42+01:00;F;2021-03-08T09:31:01+01:00;04;BEAUCOUZE <> ST BARTHELEMY;BEAUCOUZE L'ATOLL;ST BARTH > L'ATOLL 9.0;15540;RODIN -E;RODIN;13309;47.47607,-0.62572895
268454359;268644610;2021-03-08T09:58:40+01:00;2021-03-08T09:58:40+01:00;2021-03-08T09:58:51+01:00;2021-03-08T09:58:51+01:00;F;2021-03-08T10:00:02+01:00;03;MURS ERIGNE <> ADEZIERE SALETTE;AVRILLE ADEZIERE;MURS > ADEZIERE 9.0;300;LABUISSA;LA BUISSAIE;24161;47.396147,-0.55205137
268459356;268710193;2021-03-08T09:29:48+01:00;2021-03-08T09:29:48+01:00;2021-03-08T09:29:44+01:00;2021-03-08T09:29:44+01:00;F;2021-03-08T09:31:01+01:00;04;BEAUCOUZE <> ST BARTHELEMY;SAINT BARTHELEMY;L'ATOLL > ST BARTH 9.0;15643;PELLER-E;PELLERINIERE;13867;47.460237,-0.48736206
268461995;268804644;2021-03-08T09:53:02+01:00;2021-03-08T09:53:02+01:00;2021-03-08T09:58:21+01:00;2021-03-08T09:58:38+01:00;F;2021-03-08T10:00:02+01:00;05;CIRCULAIRE VERNEAU GARE EUROPE;CIRCULAIRE SENS B;5B CIRCULAIRE 1.1;10397;ARBORETU;ARBORETUM;32544;47.449251,-0.54420879
268464012;268775472;2021-03-08T09:29:04+01:00;2021-03-08T09:29:04+01:00;2021-03-08T09:29:46+01:00;2021-03-08T09:29:49+01:00;F;2021-03-08T09:31:01+01:00;05;CIRCULAIRE VERNEAU GARE EUROPE;CIRCULAIRE SENS A;5A CIRCULAIRE 9.0;16297;CHDARR-E;CHATEAU D'ANGERS;31053;47.469276,-0.56015928
268486672;269199384;2021-03-08T09:54:04+01:00;2021-03-08T09:54:04+01:00;2021-03-08T09:58:27+01:00;2021-03-08T09:58:34+01:00;F;2021-03-08T10:00:02+01:00;11;LAC MAINE <> STE GEMMES CL ANJOU;SAINTE GEMMES;L'HOIRIE > STE GEMMES 9.0;9741;VAUBA2-E;VAUBAN;18400;47.459991,-0.56074264
268471390;268865592;2021-03-08T09:24:19+01:00;2021-03-08T09:24:19+01:00;2021-03-08T09:29:52+01:00;2021-03-08T09:29:52+01:00;F;2021-03-08T09:31:01+01:00;06;BOUCHEMAINE <> Z I  EST;BOUCHEMAINE CHANTOURTEAU;ZI EST > CHANTOURTEAU 9.0;20291;RANGEA-E;RANGEARDIERES;28686;47.410122,-0.62274115
268488053;269164308;2021-03-08T09:55:42+01:00;2021-03-08T09:55:42+01:00;2021-03-08T09:58:25+01:00;2021-03-08T09:58:45+01:00;F;2021-03-08T10:00:02+01:00;11;LAC MAINE <> STE GEMMES CL ANJOU;L'HOIRIE LAC DE MAINE;STE GEMMES > L'HOIRIE 9.0;7556;FREMUR;FREMUR;18974;47.458702,-0.55827037
268494504;270707209;2021-03-08T09:29:00+01:00;2021-03-08T09:29:00+01:00;2021-03-08T09:29:21+01:00;2021-03-08T09:29:49+01:00;F;2021-03-08T09:31:01+01:00;34;PLESSIS MACE MEIGNANNE <> GARE;ANGERS GARES;LE PLESSIS > ARDENNE 9.0;4179;AUBRIAIS;AUBRIAIS;18000;47.515868,-0.66788414
268501776;269455371;2021-03-08T09:57:30+01:00;2021-03-08T09:57:30+01:00;2021-03-08T09:58:14+01:00;2021-03-08T09:58:42+01:00;F;2021-03-08T10:00:02+01:00;A;ARDENNE <> ROSERAIE;ANGERS ROSERAIE;ARD Voie 1 -> ARO Voie 2 par HDV;4758;1JMOU;JEAN MOULIN;4159;47.490532,-0.55205986
268495514;270840336;2021-03-08T09:24:00+01:00;2021-03-08T09:24:00+01:00;2021-03-08T09:29:38+01:00;2021-03-08T09:29:44+01:00;F;2021-03-08T09:31:01+01:00;36;ST MARTIN St JEAN <> GARE;ANGERS GARES;BEAU SOLEIL > GARE 2.1;15094;DUMESNIL;DUMESNIL;4581;47.473698,-0.56726326
268444191;268574994;2021-03-08T09:57:08+01:00;2021-03-08T09:57:08+01:00;2021-03-08T09:57:52+01:00;2021-03-08T09:57:52+01:00;F;2021-03-08T09:59:23+01:00;02;ST SYLVAIN BANCHAIS <>TRELAZE;ST SYLVAIN GAUGUIN;TRELAZE > ST SYLVAIN 9.0;6092;REPTRELA;REPUBLIQUE TRELAZE;9180;47.450029,-0.50433642
268496181;271036933;2021-03-08T09:24:00+01:00;2021-03-08T09:24:00+01:00;2021-03-08T09:29:47+01:00;2021-03-08T09:29:52+01:00;F;2021-03-08T09:31:01+01:00;39;LA MEMBROLLE <> GARE;ANGERS GARES;LA MEMBROLLE > ANGERS 9.0;7135;CCADEA;CROIX CADEAU;5701;47.519934,-0.60942252
268446942;268609039;2021-03-08T09:58:09+01:00;2021-03-08T09:58:09+01:00;2021-03-08T09:58:08+01:00;2021-03-08T09:58:08+01:00;F;2021-03-08T09:59:23+01:00;02;ST SYLVAIN BANCHAIS <>TRELAZE;TRELAZE QUANTINIERE;ST SYLVAIN > TRELAZE 9.0;7456;RTEPARIS;ROUTE DE PARIS;17574;47.489566,-0.50811937
268447929;268610577;2021-03-08T09:28:04+01:00;2021-03-08T09:28:04+01:00;2021-03-08T09:29:48+01:00;2021-03-08T09:30:12+01:00;F;2021-03-08T09:31:41+01:00;02;ST SYLVAIN BANCHAIS <>TRELAZE;TRELAZE QUANTINIERE;PARC EXPO > TRELAZE 9.0;5499;STAUBI-E;FOCH ST AUBIN;31700;47.468119,-0.55099029
268450326;268676621;2021-03-08T09:58:02+01:00;2021-03-08T09:58:02+01:00;2021-03-08T09:57:55+01:00;2021-03-08T09:58:11+01:00;F;2021-03-08T09:59:23+01:00;03;MURS ERIGNE <> ADEZIERE SALETTE;MURS ERIGNE;ADEZIERE > MURS 9.0;3768;CHMARTYR;CHAMP DES MARTYRS;1237;47.489837,-0.58301677
268456089;268738608;2021-03-08T09:29:06+01:00;2021-03-08T09:29:06+01:00;2021-03-08T09:30:12+01:00;2021-03-08T09:30:20+01:00;F;2021-03-08T09:31:41+01:00;04;BEAUCOUZE <> ST BARTHELEMY;BEAUCOUZE  HAUTE ROCHE;ST BARTH > BEAUCOUZE 9.0;15742;GRANBE-E;GRANGE AUX BELLES;1713;47.47667,-0.62832472
268458015;268738606;2021-03-08T09:58:44+01:00;2021-03-08T09:58:44+01:00;2021-03-08T09:58:07+01:00;2021-03-08T09:58:10+01:00;F;2021-03-08T09:59:23+01:00;04;BEAUCOUZE <> ST BARTHELEMY;BEAUCOUZE  HAUTE ROCHE;ST BARTH > BEAUCOUZE 9.0;15370;BRGPAI-E;BOURG DE PAILLE;12036;47.474872,-0.62469316
268456643;268710162;2021-03-08T09:28:20+01:00;2021-03-08T09:28:20+01:00;2021-03-08T09:30:31+01:00;2021-03-08T09:30:31+01:00;F;2021-03-08T09:31:41+01:00;04;BEAUCOUZE <> ST BARTHELEMY;SAINT BARTHELEMY;L'ATOLL > ST BARTH 9.0;5668;LICORNE;LICORNE supprimé;34563;47.473322,-0.59327616
268468194;268865549;2021-03-08T09:56:30+01:00;2021-03-08T09:56:30+01:00;2021-03-08T09:57:33+01:00;2021-03-08T09:58:01+01:00;F;2021-03-08T09:59:23+01:00;06;BOUCHEMAINE <> Z I  EST;BOUCHEMAINE CHANTOURTEAU;ZI EST > CHANTOURTEAU 9.0;4053;STEXUPER;SAINT EXUPERY;22347;47.467838,-0.53657281
268461824;268554242;2021-03-08T09:38:00+01:00;2021-03-08T09:38:00+01:00;2021-03-08T09:28:32+01:00;2021-03-08T09:30:31+01:00;F;2021-03-08T09:31:41+01:00;01;BELLE BEILLE <> MONPLAISIR;TEST NOIR;Rentrée Belle-Beille > CTB;10800;RDCTB;DEPOT C T B;26006;47.495794,-0.56873426
268487370;269163805;2021-03-08T09:54:11+01:00;2021-03-08T09:54:11+01:00;2021-03-08T09:58:12+01:00;2021-03-08T09:58:12+01:00;F;2021-03-08T09:59:23+01:00;11;LAC MAINE <> STE GEMMES CL ANJOU;L'HOIRIE LAC DE MAINE;CLINIQUE > L'HOIRIE 9.0;10553;DELESC-E;DELESCLUZE;22260;47.465922,-0.60504121
268486648;269163814;2021-03-08T09:23:00+01:00;2021-03-08T09:23:00+01:00;2021-03-08T09:24:16+01:00;2021-03-08T09:30:30+01:00;F;2021-03-08T09:31:41+01:00;11;LAC MAINE <> STE GEMMES CL ANJOU;L'HOIRIE LAC DE MAINE;CLINIQUE > L'HOIRIE 9.0;13554;LHOIRI-E;L'HOIRIE;7844;47.467078,-0.61832618
268448600;268579103;2021-03-08T09:55:15+01:00;2021-03-08T09:55:15+01:00;2021-03-08T09:58:13+01:00;2021-03-08T09:58:13+01:00;F;2021-03-08T09:59:42+01:00;02;ST SYLVAIN BANCHAIS <>TRELAZE;BANCHAIS;TRELAZE > BANCHAIS 9.0;10499;PATNOIRE;PAUL BERT;31383;47.466263,-0.5524958
268452564;268676660;2021-03-08T09:18:23+01:00;2021-03-08T09:18:23+01:00;2021-03-08T09:28:35+01:00;2021-03-08T09:28:35+01:00;F;2021-03-08T09:30:01+01:00;03;MURS ERIGNE <> ADEZIERE SALETTE;MURS ERIGNE;ADEZIERE > MURS 9.0;17208;SOLAND-E;SOLAND;32488;47.399461,-0.52954822
268459368;268739075;2021-03-08T09:55:30+01:00;2021-03-08T09:55:30+01:00;2021-03-08T09:58:22+01:00;2021-03-08T09:58:22+01:00;F;2021-03-08T09:59:42+01:00;04;BEAUCOUZE <> ST BARTHELEMY;BEAUCOUZE L'ATOLL;ST BARTH > L'ATOLL 9.0;694;CEZANNE;CEZANNE;20935;47.469802,-0.4918913
268459355;268710192;2021-03-08T09:29:00+01:00;2021-03-08T09:29:00+01:00;2021-03-08T09:28:38+01:00;2021-03-08T09:28:38+01:00;F;2021-03-08T09:30:01+01:00;04;BEAUCOUZE <> ST BARTHELEMY;SAINT BARTHELEMY;L'ATOLL > ST BARTH 9.0;15274;STADE-E;STADE ST BARTHELEMY;12422;47.461242,-0.4919013
268461018;268709662;2021-03-08T09:57:00+01:00;2021-03-08T09:57:00+01:00;2021-03-08T09:57:40+01:00;2021-03-08T09:58:25+01:00;F;2021-03-08T09:59:42+01:00;04;BEAUCOUZE <> ST BARTHELEMY;SAINT BARTHELEMY;BEAUCOUZE > ST BARTH 9.0;8936;GBREM-E;GARES BREMONT;25296;47.465693,-0.55947328
268461972;268804621;2021-03-08T09:29:05+01:00;2021-03-08T09:29:05+01:00;2021-03-08T09:28:35+01:00;2021-03-08T09:28:43+01:00;F;2021-03-08T09:30:01+01:00;05;CIRCULAIRE VERNEAU GARE EUROPE;CIRCULAIRE SENS B;5B CIRCULAIRE 1.1;3264;FRONDEMA;FRONT DE MAINE;22268;47.472491,-0.56657352
268463324;268775440;2021-03-08T09:59:30+01:00;2021-03-08T09:59:30+01:00;2021-03-08T09:58:24+01:00;2021-03-08T09:58:24+01:00;F;2021-03-08T09:59:42+01:00;05;CIRCULAIRE VERNEAU GARE EUROPE;CIRCULAIRE SENS A;5A CIRCULAIRE 9.0;6567;VILLECHI;VILLECHIEN;12145;47.462612,-0.51971344
268470017;268865555;2021-03-08T09:26:00+01:00;2021-03-08T09:26:00+01:00;2021-03-08T09:28:13+01:00;2021-03-08T09:28:47+01:00;F;2021-03-08T09:30:01+01:00;06;BOUCHEMAINE <> Z I  EST;BOUCHEMAINE CHANTOURTEAU;ZI EST > CHANTOURTEAU 9.0;6060;GAREPA-E;GARES PAPIN;715;47.465156,-0.55753274
268467542;268866076;2021-03-08T09:58:00+01:00;2021-03-08T09:58:00+01:00;2021-03-08T09:58:30+01:00;2021-03-08T09:58:33+01:00;F;2021-03-08T09:59:42+01:00;06;BOUCHEMAINE <> Z I  EST;BOUCHEMAINE CENTRE;ZI EST > BOUCHEMAINE 9.0;9247;CHBBEI-E;CHAPELLE BELLEBEILLE;22139;47.475287,-0.58602932
268478768;269070858;2021-03-08T09:27:36+01:00;2021-03-08T09:27:36+01:00;2021-03-08T09:28:15+01:00;2021-03-08T09:28:41+01:00;F;2021-03-08T09:30:01+01:00;09;ESPACE ANJOU <> EVENTARD;ESPACE ANJOU;EVENTARD > ESPACE ANJOU 9.0;2816;CITESOLI;CITE LA SOLIDARITE;61161;47.488379,-0.53616752
268470777;268831490;2021-03-08T09:57:00+01:00;2021-03-08T09:57:00+01:00;2021-03-08T09:58:23+01:00;2021-03-08T09:58:23+01:00;F;2021-03-08T09:59:42+01:00;06;BOUCHEMAINE <> Z I  EST;ZI EST;BOUCHEMAINE>HAR>ZI EST 1.1;343;CHEVRIER;CHEVRIERE;7016;47.423898,-0.60916814
268484180;269098760;2021-03-08T09:28:43+01:00;2021-03-08T09:28:43+01:00;2021-03-08T09:28:38+01:00;2021-03-08T09:28:52+01:00;F;2021-03-08T09:30:01+01:00;10;ST LEZIN SORGES <> SCHWEITZER;SCHWEITZER;ST LEZIN > SCHWEITZER 9.0;2091;BOURSE;BOURSE;18560;47.442757,-0.49549734
268442886;268609065;2021-03-08T09:56:00+01:00;2021-03-08T09:56:00+01:00;2021-03-08T09:57:35+01:00;2021-03-08T09:57:35+01:00;F;2021-03-08T09:58:57+01:00;02;ST SYLVAIN BANCHAIS <>TRELAZE;TRELAZE QUANTINIERE;ST SYLVAIN > TRELAZE 9.0;15756;LEOLA2-E;LEO LAGRANGE;5985;47.447822,-0.51026931
268490552;269267485;2021-03-08T09:29:05+01:00;2021-03-08T09:29:05+01:00;2021-03-08T09:28:46+01:00;2021-03-08T09:28:46+01:00;F;2021-03-08T09:30:01+01:00;12;M-MARCILLE <> ST AUBIN LA SALLE;MOUL MARCILLE par TRELAZE;ST AUBIN > M. MARCILLE 1.1;9405;STLEOB-E;ST LEONARD;6958;47.459514,-0.52197605
268453699;268676662;2021-03-08T10:00:31+01:00;2021-03-08T10:00:31+01:00;2021-03-08T09:57:37+01:00;2021-03-08T09:57:37+01:00;F;2021-03-08T09:58:57+01:00;03;MURS ERIGNE <> ADEZIERE SALETTE;MURS ERIGNE;ADEZIERE > MURS 9.0;18045;LEVESQ-E;LEVESQUE;29876;47.402157,-0.53443934
268441297;268543500;2021-03-08T09:27:26+01:00;2021-03-08T09:27:26+01:00;2021-03-08T09:29:33+01:00;2021-03-08T09:29:33+01:00;F;2021-03-08T09:30:41+01:00;01;BELLE BEILLE <> MONPLAISIR;BELLE BEILLE;MONPLAISIR > BELLE-BEILLE 9.0;3180;SAVARY;SAVARY;20832;47.4735,-0.54274596
268470045;268865583;2021-03-08T09:58:00+01:00;2021-03-08T09:58:00+01:00;2021-03-08T09:57:43+01:00;2021-03-08T09:57:48+01:00;F;2021-03-08T09:58:57+01:00;06;BOUCHEMAINE <> Z I  EST;BOUCHEMAINE CHANTOURTEAU;ZI EST > CHANTOURTEAU 9.0;17074;ARTAUD-E;ARTAUD;14855;47.433315,-0.6108693
268484814;269198866;2021-03-08T09:27:02+01:00;2021-03-08T09:27:02+01:00;2021-03-08T09:28:52+01:00;2021-03-08T09:29:22+01:00;F;2021-03-08T09:30:41+01:00;11;LAC MAINE <> STE GEMMES CL ANJOU;CLINIQUE DE L'ANJOU;L'HOIRIE > CLINIQUE 9.0;8160;SAICRO-E;SAINTE CROIX;20081;47.469875,-0.55492185
268446251;268575031;2021-03-08T10:10:00+01:00;2021-03-08T10:10:00+01:00;2021-03-08T10:08:48+01:00;2021-03-08T10:08:48+01:00;F;2021-03-08T10:10:02+01:00;02;ST SYLVAIN BANCHAIS <>TRELAZE;ST SYLVAIN GAUGUIN;TRELAZE > ST SYLVAIN 9.0;20282;GARD-D-E;MAIRIE SAINT SYLVAIN;735774;47.519956,-0.47102685
268490553;269267486;2021-03-08T09:30:15+01:00;2021-03-08T09:30:15+01:00;2021-03-08T09:29:34+01:00;2021-03-08T09:29:34+01:00;F;2021-03-08T09:30:41+01:00;12;M-MARCILLE <> ST AUBIN LA SALLE;MOUL MARCILLE par TRELAZE;ST AUBIN > M. MARCILLE 1.1;9935;CORMI-E;CORMIER;8668;47.458065,-0.51536881
268466446;268804634;2021-03-08T10:04:57+01:00;2021-03-08T10:04:57+01:00;2021-03-08T10:08:36+01:00;2021-03-08T10:08:36+01:00;F;2021-03-08T10:10:02+01:00;05;CIRCULAIRE VERNEAU GARE EUROPE;CIRCULAIRE SENS B;5B CIRCULAIRE 1.1;7781;MAJUIN5B;MARECHAL JUIN 5B;39157;47.449928,-0.56791835
268491212;269232900;2021-03-08T09:28:35+01:00;2021-03-08T09:28:35+01:00;2021-03-08T09:29:14+01:00;2021-03-08T09:29:28+01:00;F;2021-03-08T09:30:41+01:00;12;M-MARCILLE <> ST AUBIN LA SALLE;SAINT AUBIN LA SALLE;M.MARCILLE > ST AUBIN 9.0;1798;LAVOIR;LAVOIR;327;47.440696,-0.49879741
268473221;268905750;2021-03-08T10:07:19+01:00;2021-03-08T10:07:19+01:00;2021-03-08T10:08:51+01:00;2021-03-08T10:08:51+01:00;F;2021-03-08T10:10:02+01:00;07;HOPITAL <> MONTREUIL JUIGNE;MONTREUIL Allemagne;LORRAINE > ALLEMAGNE D.1;7567;RIPOLE-E;RIPOLLET;5826;47.51115,-0.58841073
268437023;268512528;2021-03-08T09:26:01+01:00;2021-03-08T09:26:01+01:00;2021-03-08T09:28:02+01:00;2021-03-08T09:28:15+01:00;F;2021-03-08T09:29:41+01:00;01;BELLE BEILLE <> MONPLAISIR;MONPLAISIR;BELLE-BEILLE > MONPLAISIR 1.1;5072;POISSONN;COEUR DE MAINE;29689;47.472349,-0.55712711
268498807;269455364;2021-03-08T10:08:30+01:00;2021-03-08T10:08:30+01:00;2021-03-08T10:08:25+01:00;2021-03-08T10:08:33+01:00;F;2021-03-08T10:10:02+01:00;A;ARDENNE <> ROSERAIE;ANGERS ROSERAIE;ARD Voie 1 -> ARO Voie 2 par HDV;1144;1ACAS;ACACIAS;16233;47.503665,-0.58647182
268474324;268938252;2021-03-08T09:27:19+01:00;2021-03-08T09:27:19+01:00;2021-03-08T09:28:24+01:00;2021-03-08T09:28:30+01:00;F;2021-03-08T09:29:41+01:00;07;HOPITAL <> MONTREUIL JUIGNE;LORRAINE;ALLEMAGNE > LORRAINE D.1;3493;VHUGO-E;VICTOR HUGO MONTR;7391;47.528201,-0.61172759
268437525;268512552;2021-03-08T10:07:12+01:00;2021-03-08T10:07:12+01:00;2021-03-08T10:07:56+01:00;2021-03-08T10:07:56+01:00;F;2021-03-08T10:09:23+01:00;01;BELLE BEILLE <> MONPLAISIR;MONPLAISIR;BELLE-BEILLE > MONPLAISIR 1.1;11536;AUVERG-E;AUVERGNE;3123;47.490176,-0.53012935
268476466;268964648;2021-03-08T09:23:11+01:00;2021-03-08T09:23:11+01:00;2021-03-08T09:28:04+01:00;2021-03-08T09:28:31+01:00;F;2021-03-08T09:29:41+01:00;08;PONTS CE <>  AQUAVITA H. RECULEE;CHU HOPITAL;VERNUSSON > CHU 9.0;12029;BARRA -E;BARRA;2442;47.483821,-0.56379209
268456124;268709657;2021-03-08T10:07:52+01:00;2021-03-08T10:07:52+01:00;2021-03-08T10:08:07+01:00;2021-03-08T10:08:07+01:00;F;2021-03-08T10:09:23+01:00;04;BEAUCOUZE <> ST BARTHELEMY;SAINT BARTHELEMY;BEAUCOUZE > ST BARTH 9.0;7600;BPASTEUR;BON PASTEUR;29906;47.470306,-0.56970673
268501229;269422861;2021-03-08T09:28:00+01:00;2021-03-08T09:28:00+01:00;2021-03-08T09:28:25+01:00;2021-03-08T09:28:31+01:00;F;2021-03-08T09:29:41+01:00;A;ARDENNE <> ROSERAIE;AVRILLE ARDENNE;ARO Voie 2 -> ARD Voie 1 par HDV;5700;2BMAI;BERGES DE MAINE;28864;47.479329,-0.54940748
268502407;269422874;2021-03-08T10:07:00+01:00;2021-03-08T10:07:00+01:00;2021-03-08T10:07:54+01:00;2021-03-08T10:08:00+01:00;F;2021-03-08T10:09:23+01:00;A;ARDENNE <> ROSERAIE;AVRILLE ARDENNE;ARO Voie 2 -> ARD Voie 1 par HDV;12038;1AARD;AVRILLE - ARDENNE;5009;47.511513,-0.59614934
268449661;268676609;2021-03-08T09:28:00+01:00;2021-03-08T09:28:00+01:00;2021-03-08T09:28:56+01:00;2021-03-08T09:29:02+01:00;F;2021-03-08T09:30:21+01:00;03;MURS ERIGNE <> ADEZIERE SALETTE;MURS ERIGNE;ADEZIERE > MURS 9.0;0;ADEZIERE;ADEZIERE;1649;47.504913,-0.60511074
268439650;268512523;2021-03-08T10:08:00+01:00;2021-03-08T10:08:00+01:00;2021-03-08T10:08:24+01:00;2021-03-08T10:08:31+01:00;F;2021-03-08T10:09:43+01:00;01;BELLE BEILLE <> MONPLAISIR;MONPLAISIR;BELLE-BEILLE > MONPLAISIR 1.1;3280;STNICOLA;ST NICOLAS;31139;47.473682,-0.57792273
268450302;268644656;2021-03-08T09:28:50+01:00;2021-03-08T09:28:50+01:00;2021-03-08T09:29:01+01:00;2021-03-08T09:29:05+01:00;F;2021-03-08T09:30:21+01:00;03;MURS ERIGNE <> ADEZIERE SALETTE;AVRILLE ADEZIERE;MURS > ADEZIERE 9.0;16543;MLYAUT-E;MARECHAL LYAUTEY;22959;47.49179,-0.58373478
